periodo,universidad,programa,facultad,nivel,estrato,sexo,departamento,total_matriculados,total_graduados
2023-2,UNAL,Ciencias - Biología,Ciencias,Postgrado,Estrato 4,Hombres,BOYACÁ,1.6414,0.268
2023-2,UNAL,Ciencias - Biología,Ciencias,Postgrado,Estrato 5,Mujeres,SANTANDER,1.577,0.2575
2018-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,0.0,2.1355
2018-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,0.0,2.0518
2018-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,0.0,0.2912
2018-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",0.0,0.2798
2018-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,0.0,2.1538
2018-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,0.0,2.0693
2018-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,0.0,0.2937
2018-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",0.0,0.2822
2019-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,11.3568,1.1844
2019-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,10.9114,1.1379
2019-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.5486,0.1615
2019-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.4879,0.1552
2019-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,11.6573,2.8645
2019-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,11.2001,2.7522
2019-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.5896,0.3906
2019-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.5273,0.3753
2020-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,9.3596,2.0933
2020-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,8.9925,2.0112
2020-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.2763,0.2855
2020-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.2263,0.2743
2020-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,11.886,1.6475
2020-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,11.4199,1.5829
2020-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.6208,0.2247
2020-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.5573,0.2158
2021-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,12.5763,1.8951
2021-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,12.0831,1.8208
2021-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.7149,0.2584
2021-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.6477,0.2483
2021-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,12.314,2.1811
2021-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,11.8311,2.0956
2021-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.6792,0.2974
2021-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.6133,0.2858
2022-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,12.1821,2.005
2022-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,11.7044,1.9264
2022-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.6612,0.2734
2022-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.5961,0.2627
2022-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,12.3215,1.9038
2022-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,11.8383,1.8291
2022-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.6802,0.2596
2022-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.6143,0.2494
2023-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,12.3113,1.8543
2023-1,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,11.8285,1.7816
2023-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.6788,0.2529
2023-1,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.613,0.2429
2023-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 3,Hombres,VALLE DEL CAUCA,12.0368,2.0396
2023-2,UNAL,Ciencias - Bioquímica,Ciencias,Pregrado,Estrato 4,Mujeres,BOYACÁ,11.5648,1.9596
2023-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 5,Hombres,SANTANDER,1.6414,0.2781
2023-2,UNAL,Ciencias - Bioquímica,Ciencias,Postgrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",1.577,0.2672
2018-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,0.0,2.3128
2018-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,0.0,2.2221
2018-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.0,0.3154
2018-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.0,0.303
2018-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,0.0,2.3325
2018-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,0.0,2.241
2018-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.0,0.3181
2018-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.0,0.3056
2019-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,11.3568,1.2827
2019-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,10.9114,1.2324
2019-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.5486,0.1749
2019-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.4879,0.1681
2019-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,11.6573,3.1022
2019-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,11.2001,2.9806
2019-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.5896,0.423
2019-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.5273,0.4064
2020-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,9.3596,2.267
2020-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,8.9925,2.1781
2020-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.2763,0.3091
2020-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.2263,0.297
2020-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,11.886,1.7842
2020-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,11.4199,1.7142
2020-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.6208,0.2433
2020-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.5573,0.2338
2021-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,12.5763,2.0524
2021-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,12.0831,1.9719
2021-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.7149,0.2799
2021-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.6477,0.2689
2021-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,12.314,2.3621
2021-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,11.8311,2.2695
2021-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.6792,0.3221
2021-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.6133,0.3095
2022-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,12.1821,2.1714
2022-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,11.7044,2.0862
2022-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.6612,0.2961
2022-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.5961,0.2845
2022-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,12.3215,2.0617
2022-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,11.8383,1.9809
2022-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.6802,0.2811
2022-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.6143,0.2701
2023-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,12.3113,2.0082
2023-1,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,11.8285,1.9295
2023-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.6788,0.2738
2023-1,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.613,0.2631
2023-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 4,Hombres,BOYACÁ,12.0368,2.2088
2023-2,UNAL,Ciencias - Biotecnología,Ciencias,Pregrado,Estrato 5,Mujeres,SANTANDER,11.5648,2.1222
2023-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",1.6414,0.3012
2023-2,UNAL,Ciencias - Biotecnología,Ciencias,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,1.577,0.2894
2018-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,0.0,1.5621
2018-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",0.0,1.5009
2018-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,0.0,0.213
2018-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,0.0,0.2047
2018-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,0.0,1.5755
2018-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",0.0,1.5137
2018-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,0.0,0.2148
2018-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,0.0,0.2064
2019-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,11.3568,0.8664
2019-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",10.9114,0.8324
2019-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.5486,0.1181
2019-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.4879,0.1135
2019-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,11.6573,2.0954
2019-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",11.2001,2.0132
2019-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.5896,0.2857
2019-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.5273,0.2745
2020-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,9.3596,1.5312
2020-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",8.9925,1.4712
2020-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.2763,0.2088
2020-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.2263,0.2006
2020-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,11.886,1.2051
2020-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",11.4199,1.1579
2020-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.6208,0.1643
2020-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.5573,0.1579
2021-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,12.5763,1.3863
2021-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",12.0831,1.3319
2021-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.7149,0.189
2021-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.6477,0.1816
2021-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,12.314,1.5955
2021-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",11.8311,1.5329
2021-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.6792,0.2176
2021-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.6133,0.209
2022-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,12.1821,1.4666
2022-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",11.7044,1.4091
2022-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.6612,0.2
2022-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.5961,0.1922
2022-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,12.3215,1.3926
2022-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",11.8383,1.338
2022-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.6802,0.1899
2022-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.6143,0.1824
2023-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,12.3113,1.3564
2023-1,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",11.8285,1.3032
2023-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.6788,0.185
2023-1,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.613,0.1777
2023-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 5,Hombres,SANTANDER,12.0368,1.4919
2023-2,UNAL,Ciencias - Entomología,Ciencias,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",11.5648,1.4334
2023-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 1,Hombres,ANTIOQUIA,1.6414,0.2034
2023-2,UNAL,Ciencias - Entomología,Ciencias,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,1.577,0.1955
2018-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.0,1.7599
2018-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,0.0,1.6909
2018-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.0,0.24
2018-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.0,0.2306
2018-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.0,1.7749
2018-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,0.0,1.7053
2018-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.0,0.242
2018-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.0,0.2325
2019-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",11.3568,0.976
2019-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,10.9114,0.9378
2019-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.5486,0.1331
2019-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.4879,0.1279
2019-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",11.6573,2.3606
2019-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,11.2001,2.268
2019-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.5896,0.3219
2019-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.5273,0.3093
2020-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",9.3596,1.7251
2020-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,8.9925,1.6574
2020-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.2763,0.2352
2020-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.2263,0.226
2020-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",11.886,1.3577
2020-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,11.4199,1.3044
2020-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.6208,0.1851
2020-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.5573,0.1779
2021-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",12.5763,1.5617
2021-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,12.0831,1.5005
2021-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.7149,0.213
2021-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.6477,0.2046
2021-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",12.314,1.7974
2021-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,11.8311,1.727
2021-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.6792,0.2451
2021-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.6133,0.2355
2022-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",12.1821,1.6523
2022-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,11.7044,1.5875
2022-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.6612,0.2253
2022-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.5961,0.2165
2022-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",12.3215,1.5689
2022-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,11.8383,1.5073
2022-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.6802,0.2139
2022-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.6143,0.2055
2023-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",12.3113,1.5281
2023-1,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,11.8285,1.4682
2023-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.6788,0.2084
2023-1,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.613,0.2002
2023-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",12.0368,1.6808
2023-2,UNAL,Ciencias - Estadística,Ciencias,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,11.5648,1.6149
2023-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,1.6414,0.2292
2023-2,UNAL,Ciencias - Estadística,Ciencias,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,1.577,0.2202
2018-1,UNAL,Ciencias - Farmacología,Ciencias,Pregrado,Estrato 1,Hombres,ANTIOQUIA,0.0,2.4097
2018-1,UNAL,Ciencias - Farmacología,Ciencias,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,0.0,2.3152
2018-1,UNAL,Ciencias - Farmacología,Ciencias,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,0.0,0.3286
2018-1,UNAL,Ciencias - Farmacología,Ciencias,Postgrado,Estrato 4,Mujeres,BOYACÁ,0.0,0.3157
2018-2,UNAL,Ciencias - Farmacología,Ciencias,Pregrado,Estrato 1,Hombres,ANTIOQUIA,0.0,2.4302
2018-2,UNAL,Ciencias - Farmacología,Ciencias,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,0.0,2.3349
2018-2,UNAL,Ciencias - Farmacología,Ciencias,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,0.0,0.3314
2018-2,UNAL,Ciencias - Farmacología,Ciencias,Postgrado,Estrato 4,Mujeres,BOYACÁ,0.0,0.3184
2019-1,UNAL,Ciencias - Farmacología,Ciencias,Pregrado,Estrato 1,Hombres,ANTIOQUIA,11.3568,1.3364
2019-1,UNAL,Ciencias - Farmacología,Ciencias,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,10.9114,1.284
2019-1,UNAL,Ciencias - Farmacología,Ciencias,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,1.5486,0.1822
2019-1,UNAL,Ciencias - Farmacología,Ciencias,Postgrado,Estrato 4,Mujeres,BOYACÁ,1.4879,0.1751
2019-2,UNAL,Ciencias - Farmacología,Ciencias,Pregrado,Estrato 1,Hombres,ANTIOQUIA,11.6573,3.2322
2019-2,UNAL,Ciencias - Farmacología,Ciencias,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,11.2001,3.1054
